time,latitude,longitude,temp_C,dewpoint_C,wind_speed,RH
2021-04-02 09:00:00,23.25,72.5,39.072845,7.9183655,2.3705747,15.18347
2021-04-02 09:00:00,23.25,72.75,38.570892,9.863678,2.4300923,17.78871
2021-04-02 09:00:00,23.0,72.25,38.240814,9.676178,1.6210636,17.88294
2021-04-02 09:00:00,23.0,72.5,38.402924,10.586334,1.9585042,18.838493
2021-04-02 09:00:00,23.0,72.75,38.883392,10.7308655,2.291882,18.53355
2021-04-02 09:00:00,22.75,72.25,38.697845,10.240631,1.1259836,18.118214
2021-04-02 09:00:00,22.75,72.5,37.766205,13.328522,1.52954,23.36096
2021-04-02 09:00:00,22.75,72.75,37.940033,14.514069,2.0392923,24.991623
2021-04-02 10:00:00,23.25,72.25,38.49066,7.9934387,1.7317321,15.747958
2021-04-02 10:00:00,23.25,72.5,38.58441,8.177032,2.0732524,15.865013
2021-04-02 10:00:00,23.25,72.75,38.07074,9.452423,2.2143066,17.77938
2021-04-02 10:00:00,23.0,72.25,37.86371,9.63797,1.1712986,18.20558
2021-04-02 10:00:00,23.0,72.5,37.98871,9.962189,1.6260662,18.479647
2021-04-02 10:00:00,23.0,72.75,38.406677,10.182892,2.1060069,18.33461
2021-04-02 10:00:00,22.75,72.25,38.34613,9.975861,0.8241292,18.141891
2021-04-02 10:00:00,22.75,72.5,37.45941,11.827423,1.1399033,21.527712
2021-04-02 10:00:00,22.75,72.75,37.5766,12.901642,1.8250315,22.954296
2021-04-02 11:00:00,23.25,72.25,38.53586,7.676422,1.5680132,15.374226
2021-04-02 11:00:00,23.25,72.5,38.58664,7.6998596,1.9860871,15.356618
2021-04-02 11:00:00,23.25,72.75,38.057343,9.065094,2.21185,17.33454
2021-04-02 11:00:00,23.0,72.25,38.01828,9.424469,1.0668919,17.796564
2021-04-02 11:00:00,23.0,72.5,38.09445,9.4479065,1.5635895,17.75116
2021-04-02 11:00:00,23.0,72.75,38.463593,9.389313,2.1312377,17.331623
2021-04-02 11:00:00,22.75,72.25,38.56711,9.363922,0.89673865,17.205553
2021-04-02 11:00:00,22.75,72.5,37.664764,11.201813,1.054217,20.426071
2021-04-02 11:00:00,22.75,72.75,37.69406,12.055328,1.8398049,21.576235
2021-04-02 12:00:00,23.25,72.25,38.235535,13.388092,0.8477645,22.862406
2021-04-02 12:00:00,23.25,72.5,38.473816,9.600983,1.4557916,17.570076
2021-04-02 12:00:00,23.25,72.75,37.803894,11.727936,1.5420225,20.989998
